ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
10+    ,  12.1878             ,          3 ,        119 ,             4.5 ,  41602 ,Easy              ,Rey                                                       ,        5   ,BrickHeadz                            ,            4.5 ,BE
12-Jul ,  42.6878             ,          8 ,        229 ,             4.4 ,  75208 ,Easy              ,Yoda's Hut                                                ,        4.6 ,Star Wars™                            ,            4.3 ,BE
12-Jun ,  21.9478             ,          6 ,        102 ,             4.2 ,  75206 ,Very Easy         ,Jedi™ and Clone Troopers™ Battle Pack                     ,        4.2 ,Star Wars™                            ,            4.3 ,BE
12-Jun ,  21.9478             ,          6 ,         99 ,             4.6 ,  75207 ,Very Easy         ,Imperial Patrol Battle Pack                               ,        5   ,Star Wars™                            ,            4.4 ,BE
14-Aug ,  67.0878             ,         24 ,        358 ,             4.7 ,  75175 ,Easy              ,A-Wing Starfighter™                                       ,        4.6 ,Star Wars™                            ,            3.7 ,BE
14+    , 280.5878             ,            ,       1966 ,                 ,  75181 ,                  ,Y-Wing Starfighter™                                       ,            ,Star Wars™                            ,                ,BE
16+    ,1035.78               ,        198 ,       7541 ,             4   ,  75192 ,Challenging       ,Millennium Falcon™                                        ,        4.8 ,Star Wars™                            ,            4.4 ,BE
16+    , 402.5878             ,        143 ,       2704 ,             4.2 ,  42056 ,Challenging       ,Porsche 911 GT3 RS                                        ,        4.7 ,Technic                               ,            4.3 ,BE
16-Nov , 329.3878             ,         45 ,       1862 ,             3.7 ,  42070 ,Challenging       ,6x6 All Terrain Tow Truck                                 ,        3.5 ,Technic                               ,            2.9 ,BE
16-Dec , 280.5878             ,         75 ,       3929 ,             3.9 ,  42055 ,Challenging       ,Bucket Wheel Excavator                                    ,        4.6 ,Technic                               ,            4.6 ,BE
16-Nov , 207.3878             ,         22 ,       2595 ,             4.5 ,  42078 ,Average           ,Mack Anthem                                               ,        4.7 ,Technic                               ,            4.7 ,BE
16-Nov , 170.7878             ,         19 ,       2382 ,             4.5 ,  42069 ,Average           ,Extreme Adventure                                         ,        4.9 ,Technic                               ,            4.7 ,BE
16-Oct , 158.58780000000004   ,          7 ,       1151 ,             4   ,  42066 ,Challenging       ,Air Race Jet                                              ,        4.9 ,Technic                               ,            4.7 ,BE
16-Oct , 121.9878             ,         14 ,       1327 ,             4.6 ,  42064 ,Challenging       ,Ocean Explorer                                            ,        4.6 ,Technic                               ,            4.8 ,BE
16-Oct , 121.9878             ,          8 ,       1005 ,             4.1 ,  42077 ,Average           ,Rally Car                                                 ,        4.4 ,Technic                               ,            4.1 ,BE
16-Oct , 109.7878             ,         12 ,       1098 ,             4   ,  42068 ,Average           ,Airport Rescue Vehicle                                    ,        4.8 ,Technic                               ,            4.6 ,BE
16-Sep ,  97.5878             ,         28 ,        370 ,             4.6 ,  42065 ,Easy              ,RC Tracked Racer                                          ,        4.5 ,Technic                               ,            4.2 ,BE
16-Sep ,  91.4878             ,          5 ,       1020 ,             3.8 ,  42076 ,Average           ,Hovercraft                                                ,        4.2 ,Technic                               ,            4.2 ,BE
16-Oct ,  67.0878             ,         12 ,        603 ,             4.2 ,  42063 ,Average           ,BMW R 1200 GS Adventure                                   ,        4.7 ,Technic                               ,            4.4 ,BE
14-Aug ,  67.0878             ,          8 ,        631 ,             4.7 ,  42062 ,Easy              ,Container Yard                                            ,        4.8 ,Technic                               ,            4.3 ,BE
16-Sep ,  54.8878             ,          1 ,        513 ,             5   ,  42075 ,Easy              ,First Responder                                           ,        5   ,Technic                               ,            4   ,BE
16-Sep ,  48.7878             ,         57 ,         10 ,             4.6 ,   8293 ,Easy              ,Power Functions Motor Set                                 ,        4.5 ,Power Functions                       ,            3.9 ,BE
14-Aug ,  42.6878             ,          5 ,        330 ,             4   ,  42074 ,Average           ,Racing Yacht                                              ,        4.8 ,Technic                               ,            4.2 ,BE
14-Aug ,  30.4878             ,         10 ,        365 ,             4.6 ,  42060 ,Easy              ,Roadwork Crew                                             ,        4.8 ,Technic                               ,            4.6 ,BE
14-Jul ,  24.3878             ,          1 ,        135 ,             5   ,  42072 ,                  ,WHACK!                                                    ,        5   ,Technic                               ,            5   ,BE
14-Jul ,  24.3878             ,          2 ,        139 ,             4.5 ,  42073 ,Easy              ,BASH!                                                     ,        4   ,Technic                               ,            3.5 ,BE
14-Jul ,  24.3878             ,          7 ,        142 ,             4.4 ,  42059 ,Easy              ,Stunt Truck                                               ,        4.7 ,Technic                               ,            4.6 ,BE
14-Jul ,  24.3878             ,          2 ,        140 ,             4.5 ,  42058 ,Easy              ,Stunt Bike                                                ,        4   ,Technic                               ,            4   ,BE
14-Aug ,  21.9478             ,          9 ,        199 ,             4.3 ,  42057 ,Easy              ,Ultralight Helicopter                                     ,        4.7 ,Technic                               ,            4.8 ,BE
